t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.673086,0.173118,0.242894,0.384107,0.170746,0.250734,0.387217,18.028000,20.497000,-22.326000,18.071252,19.058569,-22.460884,1.000000,1.000000,1.000000,0.000000
0.726160,0.168804,0.242879,0.382363,0.167864,0.250156,0.385488,17.718000,20.496000,-22.443000,17.800493,19.101833,-22.473228,1.000000,1.000000,1.000000,0.000000
0.779778,0.164461,0.242851,0.380634,0.162530,0.250876,0.382893,17.406000,20.494000,-22.559000,17.429081,19.361332,-22.543020,1.000000,1.000000,1.000000,0.000000
0.833522,0.160091,0.242822,0.378935,0.157486,0.250302,0.382606,17.092000,20.492000,-22.673000,17.057690,19.260702,-22.670619,1.000000,1.000000,1.000000,0.000000
0.887099,0.155679,0.242764,0.377236,0.153740,0.250011,0.381741,16.775000,20.488000,-22.787000,16.787004,19.203023,-22.610723,1.000000,1.000000,1.000000,0.000000
0.940626,0.151239,0.242707,0.375582,0.148405,0.250444,0.378282,16.456000,20.484000,-22.898000,16.430192,19.318313,-22.810336,1.000000,1.000000,1.000000,0.000000
0.996314,0.146771,0.242635,0.373928,0.144804,0.249579,0.377991,16.135000,20.479000,-23.009000,16.001104,19.246466,-22.894749,1.000000,1.000000,1.000000,0.000000
1.047972,0.142276,0.242563,0.372304,0.139328,0.249146,0.375110,15.812000,20.474000,-23.118000,15.716291,19.275293,-22.864000,1.000000,1.000000,1.000000,0.000000
1.101502,0.137738,0.242463,0.370710,0.133419,0.250734,0.373380,15.486000,20.467000,-23.225000,15.460225,19.261260,-23.150172,1.000000,1.000000,1.000000,0.000000
1.155300,0.133187,0.242362,0.369131,0.197266,0.249869,0.373670,15.159000,20.460000,-23.331000,15.059916,19.275605,-23.249204,1.000000,1.000000,1.000000,0.000000
1.208979,0.128608,0.242247,0.367567,0.379147,0.248427,0.369201,14.830000,20.452000,-23.436000,14.645438,19.319026,-23.319203,1.000000,1.000000,1.000000,0.000000
1.271295,0.123988,0.242118,0.366033,0.380299,0.248427,0.368914,14.498000,20.443000,-23.539000,14.259707,19.261795,-23.418292,1.000000,1.000000,1.000000,0.000000
1.325000,0.119353,0.241989,0.364514,0.154172,0.249724,0.367904,14.165000,20.434000,-23.641000,13.888514,19.132270,-23.632599,1.000000,1.000000,1.000000,0.000000
1.377513,0.114677,0.241845,0.363024,0.078795,0.247852,0.366319,13.829000,20.424000,-23.741000,13.632551,19.290935,-23.731407,1.000000,1.000000,1.000000,0.000000
1.427278,0.109987,0.241673,0.361565,0.032388,0.248140,0.364157,13.492000,20.412000,-23.839000,13.347883,19.363160,-23.686335,1.000000,1.000000,1.000000,0.000000
1.477111,0.105270,0.241515,0.360121,0.016392,0.248285,0.364735,13.153000,20.401000,-23.936000,13.048711,19.133005,-23.915263,1.000000,1.000000,1.000000,0.000000
1.530661,0.100511,0.241328,0.358692,0.005871,0.247562,0.363438,12.811000,20.388000,-24.032000,12.576599,19.306264,-23.783745,1.000000,1.000000,1.000000,0.000000
1.584246,0.095752,0.241127,0.357307,0.007023,0.247707,0.360411,12.469000,20.374000,-24.125000,12.277795,19.176849,-23.954979,1.000000,1.000000,1.000000,0.000000
1.637978,0.090952,0.240926,0.355923,0.006736,0.246265,0.359113,12.124000,20.360000,-24.218000,11.964156,19.205876,-24.082969,1.000000,1.000000,1.000000,0.000000
1.691289,0.086124,0.240710,0.354583,0.008034,0.247562,0.358536,11.777000,20.345000,-24.308000,11.766078,19.335938,-24.182301,1.000000,1.000000,1.000000,0.000000
1.744866,0.081282,0.240481,0.353259,0.007456,0.247420,0.357238,11.429000,20.329000,-24.397000,11.222070,19.177853,-24.281314,1.000000,1.000000,1.000000,0.000000
1.797891,0.076413,0.240236,0.351964,0.005294,0.247852,0.354934,11.079000,20.312000,-24.484000,10.908485,19.221474,-24.394890,1.000000,1.000000,1.000000,0.000000
