t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.073077,0.075640,0.051529,0.720953,0.006736,0.007456,0.614783,0.000000,0.000000,0.000000,4.651245,3.627957,-71.329785,-1.000000,-1.000000,1.000000,0.000000
0.104347,0.075640,0.051529,0.720953,0.007169,0.006591,0.785137,0.000000,0.000000,0.000000,3.339788,2.705681,-55.260221,-1.000000,-1.000000,1.000000,0.000000
0.135615,0.075640,0.051529,0.720953,0.006159,0.006591,0.697798,0.000000,0.000000,0.000000,2.388459,2.085763,-40.631840,-1.000000,-1.000000,1.000000,0.000000
0.196298,0.086554,0.003119,0.782822,0.006591,0.006304,0.808772,-0.788000,3.396000,4.111000,0.889844,1.826647,-22.573132,-1.000000,-1.000000,1.000000,0.000000
0.227553,0.086554,0.003119,0.782822,0.008034,0.006304,0.777354,-0.788000,3.396000,4.111000,0.226684,2.230016,-15.367216,-1.000000,-1.000000,1.000000,0.000000
0.258824,0.086554,0.003119,0.782822,0.007169,0.006591,0.788306,-0.788000,3.396000,4.111000,-0.248981,2.734397,-10.337263,-1.000000,-1.000000,1.000000,0.000000
0.290093,0.086554,0.003119,0.782822,0.007169,0.006736,0.790181,-0.788000,3.396000,4.111000,-0.450665,2.993850,-6.532621,-1.000000,-1.000000,1.000000,0.000000
0.352332,0.084283,0.006286,0.786147,0.006591,0.006159,0.791478,-0.624000,3.174000,4.332000,-0.724308,3.181346,-1.545911,-1.000000,-1.000000,1.000000,0.000000
0.383604,0.084283,0.006286,0.786147,0.005726,0.007456,0.791188,-0.624000,3.174000,4.332000,-0.911803,3.354315,0.313169,-1.000000,-1.000000,1.000000,0.000000
0.414873,0.084283,0.006286,0.786147,0.006736,0.007888,0.791766,-0.624000,3.174000,4.332000,-0.955046,3.282019,1.509425,-1.000000,-1.000000,1.000000,0.000000
0.446137,0.084283,0.006286,0.786147,0.007023,0.006878,0.790181,-0.624000,3.174000,4.332000,-1.099299,3.484042,2.374270,-1.000000,-1.000000,1.000000,0.000000
0.508646,0.081970,0.009653,0.789232,0.005581,0.006736,0.796377,-0.457000,2.938000,4.537000,-1.185784,3.296546,3.411746,-1.000000,-1.000000,1.000000,0.000000
0.539898,0.081970,0.009653,0.789232,0.006159,0.007888,0.795657,-0.457000,2.938000,4.537000,-0.897277,3.296546,4.002611,-1.000000,-1.000000,1.000000,0.000000
0.571157,0.081970,0.009653,0.789232,0.007023,0.007023,0.795512,-0.457000,2.938000,4.537000,-1.056057,3.397557,4.305307,-1.000000,-1.000000,1.000000,0.000000
0.602426,0.081970,0.009653,0.789232,0.005871,0.006159,0.793928,-0.457000,2.938000,4.537000,-1.056057,3.123577,4.435034,-1.000000,-1.000000,1.000000,0.000000
0.654269,0.079616,0.013191,0.792076,0.007456,0.006304,0.797674,-0.287000,2.690000,4.726000,-1.084772,3.282019,4.939414,-1.000000,-1.000000,1.000000,0.000000
0.685521,0.079616,0.013191,0.792076,0.005871,0.006304,0.798972,-0.287000,2.690000,4.726000,-1.128015,3.152293,5.112383,-1.000000,-1.000000,1.000000,0.000000
0.716771,0.079616,0.013191,0.792076,0.006591,0.006736,0.795945,-0.287000,2.690000,4.726000,-0.983761,2.965135,5.112383,-1.000000,-1.000000,1.000000,0.000000
0.748027,0.079616,0.013191,0.792076,0.005439,0.006736,0.798394,-0.287000,2.690000,4.726000,-0.854034,3.152293,5.242110,-1.000000,-1.000000,1.000000,0.000000
0.779288,0.079616,0.013191,0.792076,0.006013,0.007456,0.798539,-0.287000,2.690000,4.726000,-0.983761,3.152293,5.386363,-1.000000,-1.000000,1.000000,0.000000
0.817060,0.077219,0.016914,0.794649,0.007169,0.006878,0.801566,-0.114000,2.429000,4.897000,-0.753361,2.907366,5.472848,-1.000000,-1.000000,1.000000,0.000000
0.848311,0.077219,0.016914,0.794649,0.007743,0.006878,0.800556,-0.114000,2.429000,4.897000,-0.796603,2.849935,5.602574,-1.000000,-1.000000,1.000000,0.000000
0.879582,0.077219,0.016914,0.794649,0.006159,0.007601,0.800847,-0.114000,2.429000,4.897000,-0.652350,2.777639,5.631290,-1.000000,-1.000000,1.000000,0.000000
0.910843,0.077219,0.016914,0.794649,0.008034,0.006159,0.801279,-0.114000,2.429000,4.897000,-0.868561,2.748924,5.631290,-1.000000,-1.000000,1.000000,0.000000
0.966554,0.074809,0.020764,0.796936,0.005439,0.007456,0.802576,0.060000,2.159000,5.049000,-0.666877,2.532712,5.804259,-1.000000,-1.000000,1.000000,0.000000
0.997813,0.074809,0.020764,0.796936,0.007601,0.006159,0.802431,0.060000,2.159000,5.049000,-0.594581,2.532712,5.804259,-1.000000,-1.000000,1.000000,0.000000
1.029064,0.074809,0.020764,0.796936,0.006304,0.007888,0.803728,0.060000,2.159000,5.049000,-0.551339,2.604670,5.905270,-1.000000,-1.000000,1.000000,0.000000
1.060329,0.074809,0.020764,0.796936,0.006013,0.006159,0.802863,0.060000,2.159000,5.049000,-0.580392,2.590481,5.890743,-1.000000,-1.000000,1.000000,0.000000
1.091595,0.074809,0.020764,0.796936,0.007456,0.007456,0.803151,0.060000,2.159000,5.049000,-0.537150,2.532712,5.847501,-1.000000,-1.000000,1.000000,0.000000
1.129355,0.072356,0.024756,0.798952,0.006878,0.005581,0.802576,0.237000,1.879000,5.183000,-0.537150,2.474943,6.020470,-1.000000,-1.000000,1.000000,0.000000
1.160624,0.072356,0.024756,0.798952,0.007023,0.007601,0.804161,0.237000,1.879000,5.183000,-0.436139,2.446228,5.905270,-1.000000,-1.000000,1.000000,0.000000
1.191890,0.072356,0.024756,0.798952,0.007311,0.007888,0.804015,0.237000,1.879000,5.183000,-0.407423,2.345217,5.933986,-1.000000,-1.000000,1.000000,0.000000
1.223162,0.072356,0.024756,0.798952,0.005149,0.006304,0.804880,0.237000,1.879000,5.183000,-0.392896,2.230016,6.121481,-1.000000,-1.000000,1.000000,0.000000
1.278661,0.069876,0.028834,0.800652,0.009040,0.007888,0.805171,0.416000,1.593000,5.296000,-0.219927,1.970563,6.063712,-1.000000,-1.000000,1.000000,0.000000
