t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.679692,0.092530,0.218556,1.160268,0.325533,0.287483,1.244884,12.208392,19.076301,29.175360,11.936062,18.065792,27.032965,1.000000,1.000000,1.000000,0.000000
0.729804,0.108084,0.243375,1.198609,0.265291,0.311554,1.283075,13.326175,20.804470,31.760789,12.924707,19.685830,29.902404,1.000000,1.000000,1.000000,0.000000
0.779965,0.123650,0.268151,1.236562,0.160658,0.336198,1.322132,14.444660,22.529229,34.326461,14.230570,21.608581,32.512489,1.000000,1.000000,1.000000,0.000000
0.829925,0.139224,0.292876,1.274094,0.178239,0.358968,1.359604,15.563697,24.250009,36.870381,15.320558,23.199603,34.993293,1.000000,1.000000,1.000000,0.000000
0.879904,0.154805,0.317538,1.311172,0.193083,0.383326,1.395346,16.683137,25.966239,39.390554,16.597702,25.006858,37.517121,1.000000,1.000000,1.000000,0.000000
0.934844,0.170389,0.342128,1.347767,0.207928,0.405954,1.429937,17.802826,27.677342,41.884993,17.687348,27.102647,40.300530,1.000000,1.000000,1.000000,0.000000
0.979625,0.185973,0.366636,1.383848,0.224069,0.432328,1.463950,18.922612,29.382737,44.351712,18.719226,28.549492,42.550982,1.000000,1.000000,1.000000,0.000000
1.029577,0.201555,0.391051,1.419388,0.239924,0.457405,1.500989,20.042338,31.081843,46.788736,20.010895,30.501086,45.003268,1.000000,1.000000,1.000000,0.000000
1.079609,0.217132,0.415363,1.454360,0.256643,0.481617,1.535722,21.161847,32.774073,49.194096,21.071827,32.049346,47.354700,1.000000,1.000000,1.000000,0.000000
1.129482,0.232701,0.439562,1.488738,0.271200,0.504100,1.566275,22.280981,34.458840,51.565833,22.305729,33.986485,49.908323,1.000000,1.000000,1.000000,0.000000
1.179568,0.248259,0.463638,1.522498,0.287051,0.527593,1.598703,23.399579,36.135551,53.902002,23.481866,35.563539,52.173617,1.000000,1.000000,1.000000,0.000000
1.229519,0.263803,0.487582,1.555615,0.303192,0.550650,1.631419,24.517479,37.803613,56.200671,24.629291,37.385562,54.266468,1.000000,1.000000,1.000000,0.000000
1.279525,0.279330,0.511382,1.588066,0.318614,0.577169,1.662117,25.634518,39.462430,58.459922,25.790909,39.020135,56.633158,1.000000,1.000000,1.000000,0.000000
1.329453,0.294837,0.535028,1.619832,0.334036,0.599219,1.692671,26.750532,41.111404,60.677855,26.938342,40.784485,58.798369,1.000000,1.000000,1.000000,0.000000
1.379434,0.310322,0.558512,1.650890,0.349891,0.622712,1.721207,27.865352,42.749935,62.852589,28.258752,42.419499,61.050281,1.000000,1.000000,1.000000,0.000000
1.429784,0.325781,0.581823,1.681222,0.364877,0.645772,1.751761,28.978811,44.377422,64.982262,29.406199,44.097471,62.985197,1.000000,1.000000,1.000000,0.000000
1.479744,0.341211,0.604952,1.710807,0.380012,0.665515,1.780007,30.090739,45.993261,67.065036,30.582368,45.919755,65.006831,1.000000,1.000000,1.000000,0.000000
1.529617,0.356609,0.627888,1.739627,0.394856,0.689873,1.807536,31.200966,47.596849,69.099094,31.686589,47.410689,67.043235,1.000000,1.000000,1.000000,0.000000
1.579509,0.371973,0.650623,1.767666,0.409842,0.711778,1.834198,32.309317,49.187581,71.082647,32.776292,49.103373,68.921112,1.000000,1.000000,1.000000,0.000000
1.645212,0.387300,0.673146,1.794905,0.422669,0.726335,1.864896,33.415620,50.764849,73.013933,34.183229,51.156250,71.361737,1.000000,1.000000,1.000000,0.000000
1.696550,0.402585,0.695449,1.821327,0.437804,0.748817,1.890980,34.519698,52.328049,74.891218,35.532407,52.834881,73.254672,1.000000,1.000000,1.000000,0.000000
1.747756,0.417827,0.717522,1.846916,0.452071,0.770580,1.913463,35.621374,53.876572,76.712797,36.578902,54.441292,74.744516,1.000000,1.000000,1.000000,0.000000
1.798939,0.433022,0.739356,1.871656,0.467925,0.790901,1.935658,36.720469,55.409812,78.477001,37.841620,55.687312,76.522817,1.000000,1.000000,1.000000,0.000000
