t,Icx,Icy,Icz,Bmx,Bmy,Bmz,Bcx,Bcy,Bcz
7.627282,0.241066,0.387661,0.765323,-12.441607,32.481351,3.642484,-12.111000,30.284000,2.837000
7.658549,0.241066,0.387661,0.765323,-12.455796,32.466824,3.426273,-12.111000,30.284000,2.837000
7.701425,0.242755,0.386487,0.765368,-12.628765,32.582024,3.512757,-12.234000,30.202000,2.840000
7.732681,0.242755,0.386487,0.765368,-12.528091,32.452297,3.498231,-12.234000,30.202000,2.840000
7.784114,0.244320,0.385326,0.765414,-12.859503,32.409055,3.570526,-12.348000,30.121000,2.843000
7.815369,0.244320,0.385326,0.765414,-12.600049,32.481351,3.527284,-12.348000,30.121000,2.843000
7.868553,0.245747,0.384166,0.765474,-12.657818,32.380339,3.584715,-12.452000,30.040000,2.847000
7.899824,0.245747,0.384166,0.765474,-12.830787,32.120886,3.556000,-12.452000,30.040000,2.847000
7.949453,0.247037,0.383035,0.765534,-13.032472,32.293855,3.584715,-12.546000,29.961000,2.851000
7.980708,0.247037,0.383035,0.765534,-12.989230,32.236086,3.440800,-12.546000,29.961000,2.851000
8.049691,0.248204,0.381903,0.765595,-12.917272,32.365813,3.512757,-12.631000,29.882000,2.855000
8.125649,0.249247,0.380786,0.765670,-13.075714,32.279328,3.484042,-12.707000,29.804000,2.860000
8.156910,0.249247,0.380786,0.765670,-13.147672,32.120886,3.296546,-12.707000,29.804000,2.860000
8.212241,0.250152,0.379683,0.765745,-13.176387,32.178655,3.469515,-12.773000,29.727000,2.865000
8.243500,0.250152,0.379683,0.765745,-13.046998,32.019875,3.454988,-12.773000,29.727000,2.865000
8.298508,0.250934,0.378594,0.765851,-13.090241,31.976632,3.440800,-12.830000,29.651000,2.872000
8.368973,0.251593,0.377534,0.765956,-13.234156,31.962444,3.527284,-12.878000,29.577000,2.879000
8.400244,0.251593,0.377534,0.765956,-13.320641,31.875959,3.498231,-12.878000,29.577000,2.879000
8.452693,0.252128,0.376474,0.766077,-13.479083,31.818190,3.556000,-12.917000,29.503000,2.887000
8.483948,0.252128,0.376474,0.766077,-13.392599,31.746232,3.627957,-12.917000,29.503000,2.887000
8.536583,0.252540,0.375443,0.766228,-13.306114,31.789475,3.743495,-12.947000,29.431000,2.897000
8.567848,0.252540,0.375443,0.766228,-13.335168,31.631032,3.570526,-12.947000,29.431000,2.897000
8.620363,0.252828,0.374411,0.766393,-13.608810,31.746232,3.426273,-12.968000,29.359000,2.908000
8.651630,0.252828,0.374411,0.766393,-13.450368,31.846906,3.570526,-12.968000,29.359000,2.908000
8.689678,0.252992,0.373408,0.766574,-13.536852,31.818190,3.498231,-12.980000,29.289000,2.920000
8.720928,0.252992,0.373408,0.766574,-13.421652,31.601979,3.657011,-12.980000,29.289000,2.920000
8.768851,0.253047,0.372420,0.766785,-13.666579,31.544548,3.700253,-12.984000,29.220000,2.934000
8.800120,0.253047,0.372420,0.766785,-13.536852,31.544548,3.556000,-12.984000,29.220000,2.934000
8.851568,0.252992,0.371446,0.767026,-13.493610,31.472252,3.627957,-12.980000,29.152000,2.950000
8.882823,0.252992,0.371446,0.767026,-13.493610,31.241852,3.527284,-12.980000,29.152000,2.950000
8.933903,0.252814,0.370486,0.767283,-13.450368,31.544548,3.527284,-12.967000,29.085000,2.967000
8.965169,0.252814,0.370486,0.767283,-13.580094,31.371579,3.426273,-12.967000,29.085000,2.967000
9.018723,0.252512,0.369526,0.767584,-13.363883,31.270568,3.584715,-12.945000,29.018000,2.987000
9.049995,0.252512,0.369526,0.767584,-13.565568,31.313810,3.584715,-12.945000,29.018000,2.987000
9.109391,0.252114,0.368595,0.767916,-13.450368,31.313810,3.570526,-12.916000,28.953000,3.009000
9.140660,0.252114,0.368595,0.767916,-13.479083,31.155367,3.685726,-12.916000,28.953000,3.009000
9.181635,0.251593,0.367678,0.768277,-13.335168,31.241852,3.397557,-12.878000,28.889000,3.033000
9.212889,0.251593,0.367678,0.768277,-13.421652,31.039830,3.700253,-12.878000,28.889000,3.033000
9.264020,0.250976,0.366776,0.768669,-13.306114,31.126314,3.570526,-12.833000,28.826000,3.059000
9.295285,0.250976,0.366776,0.768669,-13.392599,31.227325,3.627957,-12.833000,28.826000,3.059000
9.346340,0.250248,0.365873,0.769106,-13.349356,31.054356,3.657011,-12.780000,28.763000,3.088000
9.377593,0.250248,0.365873,0.769106,-13.450368,31.112125,3.714442,-12.780000,28.763000,3.088000
9.429059,0.249411,0.364985,0.769589,-13.262872,31.025641,3.642484,-12.719000,28.701000,3.120000
9.460316,0.249411,0.364985,0.769589,-13.190914,30.852672,3.728969,-12.719000,28.701000,3.120000
9.511405,0.248464,0.364111,0.770101,-13.234156,30.852672,3.743495,-12.650000,28.640000,3.154000
9.542674,0.248464,0.364111,0.770101,-13.277399,30.751661,3.901938,-12.650000,28.640000,3.154000
9.594050,0.247435,0.363237,0.770674,-13.075714,30.794903,3.657011,-12.575000,28.579000,3.192000
9.625306,0.247435,0.363237,0.770674,-13.104430,30.751661,3.901938,-12.575000,28.579000,3.192000
9.676675,0.246282,0.362378,0.771276,-13.190914,30.852672,3.800926,-12.491000,28.519000,3.232000
9.707928,0.246282,0.362378,0.771276,-12.960514,30.751661,3.714442,-12.491000,28.519000,3.232000
9.759256,0.245047,0.361518,0.771925,-13.046998,30.823618,4.002611,-12.401000,28.459000,3.275000
9.790524,0.245047,0.361518,0.771925,-12.888218,30.823618,3.743495,-12.401000,28.459000,3.275000
9.841713,0.243716,0.360659,0.772633,-12.902745,30.708418,3.959369,-12.304000,28.399000,3.322000
9.872971,0.243716,0.360659,0.772633,-12.816261,30.708418,3.872884,-12.304000,28.399000,3.322000
9.923133,0.242288,0.359799,0.773386,-12.715249,30.708418,3.916127,-12.200000,28.339000,3.372000
9.954397,0.242288,0.359799,0.773386,-12.729776,30.564503,4.017138,-12.200000,28.339000,3.372000
10.005519,0.240764,0.358954,0.774185,-12.773018,30.578692,3.901938,-12.089000,28.280000,3.425000
10.036775,0.240764,0.358954,0.774185,-12.902745,30.521260,4.017138,-12.089000,28.280000,3.425000
10.087935,0.239158,0.358094,0.775029,-12.643291,30.578692,3.988422,-11.972000,28.220000,3.481000
10.119198,0.239158,0.358094,0.775029,-12.528091,30.377007,4.031664,-11.972000,28.220000,3.481000
10.170161,0.237469,0.357235,0.775933,-12.528091,30.448965,3.988422,-11.849000,28.160000,3.541000
10.201433,0.237469,0.357235,0.775933,-12.455796,30.607745,3.988422,-11.849000,28.160000,3.541000
10.252774,0.235683,0.356361,0.776898,-12.455796,30.305049,4.132338,-11.719000,28.099000,3.605000
10.284046,0.235683,0.356361,0.776898,-12.268638,30.261807,4.305307,-11.719000,28.099000,3.605000
10.335427,0.233815,0.355501,0.777907,-12.196680,30.275996,4.218822,-11.583000,28.039000,3.672000
10.366680,0.233815,0.355501,0.777907,-12.254111,30.420249,4.319833,-11.583000,28.039000,3.672000
10.417713,0.231865,0.354613,0.778977,-12.095669,30.218565,4.348549,-11.441000,27.977000,3.743000
10.448973,0.231865,0.354613,0.778977,-11.965942,30.377007,4.406318,-11.441000,27.977000,3.743000
10.500125,0.229845,0.353725,0.780108,-11.951415,30.305049,4.420845,-11.294000,27.915000,3.818000
10.531388,0.229845,0.353725,0.780108,-11.937227,30.175322,4.536045,-11.294000,27.915000,3.818000
10.582785,0.227743,0.352808,0.781298,-11.908173,30.016542,4.435034,-11.141000,27.851000,3.897000
10.614050,0.227743,0.352808,0.781298,-12.009184,30.059784,4.478276,-11.141000,27.851000,3.897000
10.665127,0.225558,0.351891,0.782534,-11.721015,30.059784,4.636718,-10.982000,27.787000,3.979000
10.696396,0.225558,0.351891,0.782534,-11.634531,29.973300,4.550571,-10.982000,27.787000,3.979000
10.751581,0.223304,0.350946,0.783830,-11.475751,29.901342,4.564760,-10.818000,27.721000,4.065000
10.782833,0.223304,0.350946,0.783830,-11.461562,29.987827,4.593814,-10.818000,27.721000,4.065000
10.829788,0.220994,0.350000,0.785186,-11.432846,30.088838,4.679960,-10.650000,27.655000,4.155000
10.861052,0.220994,0.350000,0.785186,-11.187582,29.843911,4.507329,-10.650000,27.655000,4.155000
10.912166,0.218602,0.349011,0.786602,-11.259877,29.843911,4.608003,-10.476000,27.586000,4.249000
10.943439,0.218602,0.349011,0.786602,-11.288593,29.843911,4.852929,-10.476000,27.586000,4.249000
10.994725,0.216141,0.348009,0.788064,-11.115624,29.829384,5.040425,-10.297000,27.516000,4.346000
11.025979,0.216141,0.348009,0.788064,-11.000424,29.641889,4.910698,-10.297000,27.516000,4.346000
11.077266,0.213624,0.346977,0.789601,-10.740970,29.771615,5.011710,-10.114000,27.444000,4.448000
11.108524,0.213624,0.346977,0.789601,-10.740970,29.814858,5.155625,-10.114000,27.444000,4.448000
11.159627,0.211052,0.345931,0.791183,-10.812928,29.569931,5.025898,-9.927000,27.371000,4.553000
11.190887,0.211052,0.345931,0.791183,-10.466990,29.483446,5.256636,-9.927000,27.371000,4.553000
11.242226,0.208411,0.344842,0.792841,-10.568001,29.771615,5.242110,-9.735000,27.295000,4.663000
