t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.077119,0.077437,0.050500,0.719000,0.005294,0.006878,0.803728,0.000000,0.000000,0.000000,4.492802,3.685726,-74.226340,-1.000000,-1.000000,1.000000,0.000000
0.134660,0.210427,0.242578,0.400677,0.181844,0.343404,0.008466,20.709000,20.475000,-21.215000,9.147763,6.380597,-44.609451,1.000000,1.000000,1.000000,0.000000
0.182368,0.206420,0.242649,0.398768,0.214992,0.248427,0.394133,20.421000,20.480000,-21.343000,13.687862,11.900741,-36.495448,1.000000,1.000000,1.000000,0.000000
0.231082,0.202385,0.242721,0.396873,0.211678,0.245832,0.397738,20.131000,20.485000,-21.470000,16.397260,15.604372,-30.961115,1.000000,1.000000,1.000000,0.000000
0.280472,0.198308,0.242764,0.394993,0.207495,0.250302,0.400906,19.838000,20.488000,-21.596000,17.896212,17.578989,-27.444642,1.000000,1.000000,1.000000,0.000000
0.328766,0.194189,0.242822,0.393144,0.201445,0.250876,0.398170,19.542000,20.492000,-21.720000,18.847203,18.847203,-25.253813,1.000000,1.000000,1.000000,0.000000
0.375453,0.190042,0.242851,0.391294,0.197266,0.249579,0.397738,19.244000,20.494000,-21.844000,19.366110,19.798533,-24.000126,1.000000,1.000000,1.000000,0.000000
0.424618,0.185867,0.242879,0.389475,0.193806,0.250011,0.395721,18.944000,20.496000,-21.966000,19.539079,20.447167,-23.092039,1.000000,1.000000,1.000000,0.000000
0.477725,0.181650,0.242894,0.387671,0.188040,0.248717,0.394565,18.641000,20.497000,-22.087000,19.510364,20.792767,-22.659616,1.000000,1.000000,1.000000,0.000000
0.523185,0.177405,0.242908,0.385881,0.187320,0.250444,0.390819,18.336000,20.498000,-22.207000,19.409353,21.008978,-22.328205,1.000000,1.000000,1.000000,0.000000
0.566370,0.173118,0.242894,0.384107,0.181844,0.251021,0.389667,18.028000,20.497000,-22.326000,19.279626,20.994789,-22.184289,1.000000,1.000000,1.000000,0.000000
0.619951,0.168804,0.242879,0.382363,0.175790,0.250011,0.387937,17.718000,20.496000,-22.443000,19.063415,21.254243,-22.111994,1.000000,1.000000,1.000000,0.000000
0.673086,0.164461,0.242851,0.380634,0.170746,0.250734,0.387217,17.406000,20.494000,-22.559000,18.861730,21.138705,-22.256247,1.000000,1.000000,1.000000,0.000000
0.726160,0.160091,0.242822,0.378935,0.167864,0.250156,0.385488,17.092000,20.492000,-22.673000,18.587750,21.181947,-22.270774,1.000000,1.000000,1.000000,0.000000
0.779778,0.155679,0.242764,0.377236,0.162530,0.250876,0.382893,16.775000,20.488000,-22.787000,18.213096,21.441401,-22.342731,1.000000,1.000000,1.000000,0.000000
0.833522,0.151239,0.242707,0.375582,0.157486,0.250302,0.382606,16.456000,20.484000,-22.898000,17.838443,21.340727,-22.472458,1.000000,1.000000,1.000000,0.000000
0.887099,0.146771,0.242635,0.373928,0.153740,0.250011,0.381741,16.135000,20.479000,-23.009000,17.564463,21.282958,-22.414689,1.000000,1.000000,1.000000,0.000000
0.940626,0.142276,0.242563,0.372304,0.148405,0.250444,0.378282,15.812000,20.474000,-23.118000,17.204336,21.398159,-22.616374,1.000000,1.000000,1.000000,0.000000
0.996314,0.137738,0.242463,0.370710,0.144804,0.249579,0.377991,15.486000,20.467000,-23.225000,16.771913,21.326201,-22.702858,1.000000,1.000000,1.000000,0.000000
1.047972,0.133187,0.242362,0.369131,0.139328,0.249146,0.375110,15.159000,20.460000,-23.331000,16.483744,21.354916,-22.674143,1.000000,1.000000,1.000000,0.000000
1.101502,0.128608,0.242247,0.367567,0.133419,0.250734,0.373380,14.830000,20.452000,-23.436000,16.224291,21.340727,-22.962312,1.000000,1.000000,1.000000,0.000000
1.155300,0.123988,0.242118,0.366033,0.197266,0.249869,0.373670,14.498000,20.443000,-23.539000,15.820584,21.354916,-23.063323,1.000000,1.000000,1.000000,0.000000
1.208979,0.119353,0.241989,0.364514,0.379147,0.248427,0.369201,14.165000,20.434000,-23.641000,15.402688,21.398159,-23.135281,1.000000,1.000000,1.000000,0.000000
1.271295,0.114677,0.241845,0.363024,0.380299,0.248427,0.368914,13.829000,20.424000,-23.741000,15.013507,21.340727,-23.236292,1.000000,1.000000,1.000000,0.000000
1.325000,0.109987,0.241673,0.361565,0.154172,0.249724,0.367904,13.492000,20.412000,-23.839000,14.638854,21.211001,-23.452503,1.000000,1.000000,1.000000,0.000000
1.377513,0.105270,0.241515,0.360121,0.078795,0.247852,0.366319,13.153000,20.401000,-23.936000,14.379400,21.369443,-23.553177,1.000000,1.000000,1.000000,0.000000
1.427278,0.100511,0.241328,0.358692,0.032388,0.248140,0.364157,12.811000,20.388000,-24.032000,14.091231,21.441401,-23.509934,1.000000,1.000000,1.000000,0.000000
1.477111,0.095752,0.241127,0.357307,0.016392,0.248285,0.364735,12.469000,20.374000,-24.125000,13.788536,21.211001,-23.740672,1.000000,1.000000,1.000000,0.000000
1.530661,0.090952,0.240926,0.355923,0.005871,0.247562,0.363438,12.124000,20.360000,-24.218000,13.312871,21.383970,-23.610946,1.000000,1.000000,1.000000,0.000000
1.584246,0.086124,0.240710,0.354583,0.007023,0.247707,0.360411,11.777000,20.345000,-24.308000,13.010513,21.254243,-23.783915,1.000000,1.000000,1.000000,0.000000
1.637978,0.081282,0.240481,0.353259,0.006736,0.246265,0.359113,11.429000,20.329000,-24.397000,12.693290,21.282958,-23.913641,1.000000,1.000000,1.000000,0.000000
1.691289,0.076413,0.240236,0.351964,0.008034,0.247562,0.358536,11.079000,20.312000,-24.484000,12.491606,21.412685,-24.014653,1.000000,1.000000,1.000000,0.000000
1.744866,0.071531,0.239978,0.350684,0.007456,0.247420,0.357238,10.728000,20.294000,-24.570000,11.943983,21.254243,-24.115326,1.000000,1.000000,1.000000,0.000000
1.797891,0.066606,0.239719,0.349449,0.005294,0.247852,0.354934,10.374000,20.276000,-24.653000,11.626761,21.297485,-24.230526,1.000000,1.000000,1.000000,0.000000
1.851429,0.061669,0.239446,0.348214,0.006159,0.245832,0.355799,10.019000,20.257000,-24.736000,11.309876,21.326201,-24.288295,1.000000,1.000000,1.000000,0.000000
1.905173,0.056718,0.239145,0.347024,0.005871,0.246842,0.353779,9.663000,20.236000,-24.816000,10.934885,21.254243,-24.418022,1.000000,1.000000,1.000000,0.000000
1.958911,0.051739,0.238858,0.345849,0.007601,0.247562,0.351330,9.305000,20.216000,-24.895000,10.632189,21.340727,-24.533222,1.000000,1.000000,1.000000,0.000000
2.012458,0.046747,0.238542,0.344703,0.006736,0.243961,0.351043,8.946000,20.194000,-24.972000,10.171051,21.239716,-24.562275,1.000000,1.000000,1.000000,0.000000
2.065810,0.041728,0.238211,0.343588,0.006736,0.245545,0.350033,8.585000,20.171000,-25.047000,9.854166,21.211001,-24.648760,1.000000,1.000000,1.000000,0.000000
2.120843,0.036696,0.237881,0.342502,0.006446,0.245977,0.350178,8.223000,20.148000,-25.120000,9.407217,21.109989,-24.634233,1.000000,1.000000,1.000000,0.000000
2.184279,0.031636,0.237522,0.341431,0.006446,0.243528,0.348016,7.859000,20.123000,-25.192000,8.989321,21.211001,-24.807202,1.000000,1.000000,1.000000,0.000000
2.235821,0.026562,0.237163,0.340390,0.006736,0.244825,0.347870,7.494000,20.098000,-25.262000,8.758921,21.181947,-24.951456,1.000000,1.000000,1.000000,0.000000
2.287238,0.021476,0.236789,0.339379,0.006013,0.242951,0.345566,7.128000,20.072000,-25.330000,8.311972,21.124516,-24.908213,1.000000,1.000000,1.000000,0.000000
2.342053,0.016362,0.236416,0.338397,0.007311,0.244103,0.342827,6.760000,20.046000,-25.396000,7.980560,21.038032,-24.893687,1.000000,1.000000,1.000000,0.000000
2.396654,0.011235,0.236014,0.337446,0.006591,0.242805,0.343837,6.391000,20.018000,-25.460000,7.504896,21.124516,-25.153140,1.000000,1.000000,1.000000,0.000000
2.448512,0.006095,0.235612,0.336509,0.006446,0.242373,0.342107,6.021000,19.990000,-25.523000,7.115715,21.066747,-25.181856,1.000000,1.000000,1.000000,0.000000
2.501561,0.000941,0.235181,0.335602,0.006591,0.241508,0.340955,5.650000,19.960000,-25.584000,6.813020,21.109989,-25.239625,1.000000,1.000000,1.000000,0.000000
2.555134,0.004225,0.234750,0.334725,0.006159,0.242373,0.338793,5.278000,19.930000,-25.643000,6.034997,20.951547,-25.181856,-1.000000,1.000000,1.000000,0.000000
2.608701,0.009419,0.234305,0.333878,0.005581,0.241653,0.339512,4.904000,19.899000,-25.700000,5.516090,20.865063,-25.441309,-1.000000,1.000000,1.000000,0.000000
2.662104,0.014612,0.233860,0.333060,0.007169,0.239491,0.339512,4.530000,19.868000,-25.755000,4.968467,20.893778,-25.412594,-1.000000,1.000000,1.000000,0.000000
2.715727,0.019831,0.233386,0.332272,0.007601,0.239782,0.340810,4.154000,19.835000,-25.808000,4.291118,20.865063,-25.369351,-1.000000,1.000000,1.000000,0.000000
2.771125,0.025050,0.232912,0.331499,0.006013,0.239204,0.337205,3.778000,19.802000,-25.860000,4.031664,20.994789,-25.499078,-1.000000,1.000000,1.000000,0.000000
2.824998,0.030296,0.232409,0.330771,0.006878,0.239782,0.337496,3.400000,19.767000,-25.909000,3.498231,20.893778,-25.672047,-1.000000,1.000000,1.000000,0.000000
2.876487,0.035541,0.231906,0.330058,0.007023,0.239349,0.337350,3.022000,19.732000,-25.957000,3.123577,20.893778,-25.412594,-1.000000,1.000000,1.000000,0.000000
2.930074,0.040813,0.231404,0.329389,0.006304,0.239204,0.337063,2.642000,19.697000,-26.002000,2.561428,20.908305,-25.599751,-1.000000,1.000000,1.000000,0.000000
2.983845,0.046084,0.230872,0.328735,0.007169,0.237761,0.334611,2.262000,19.660000,-26.046000,2.359743,20.749525,-25.556509,-1.000000,1.000000,1.000000,0.000000
3.037522,0.051367,0.230341,0.328111,0.005726,0.235599,0.333746,1.881000,19.623000,-26.088000,1.927321,20.720809,-25.700763,-1.000000,1.000000,1.000000,0.000000
