t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.066828,0.077035,0.054401,0.723124,0.007169,0.005871,0.872331,0.000000,0.000000,0.000000,4.953941,4.276591,-76.287442,-1.000000,-1.000000,1.000000,0.000000
0.112101,0.061782,0.029765,0.763337,0.006736,0.006878,0.834859,1.100715,1.729329,2.671945,3.411746,3.166819,-50.503911,-1.000000,-1.000000,1.000000,0.000000
0.150010,0.046490,0.005066,0.803571,0.005871,0.006304,0.813383,2.203659,3.461219,5.345797,2.849935,2.936081,-34.045504,-1.000000,-1.000000,1.000000,0.000000
0.187561,0.031160,0.019688,0.843789,0.006304,0.007888,0.840477,3.308702,5.195154,8.019636,2.647912,3.700253,-21.953551,-1.000000,1.000000,1.000000,0.000000
0.229930,0.015795,0.044487,0.883950,0.007601,0.006304,0.885155,4.415712,6.930608,10.691526,2.893177,4.838741,-11.778446,-1.000000,1.000000,1.000000,0.000000
0.280030,0.000397,0.069322,0.924015,0.007023,0.009473,0.931276,5.524555,8.667053,13.359520,3.599242,6.380597,-2.886420,-1.000000,1.000000,1.000000,0.000000
0.329860,0.015030,0.094184,0.963947,0.008321,0.159936,0.972495,6.635094,10.403955,16.021658,4.593814,7.980560,3.426273,1.000000,1.000000,1.000000,0.000000
0.379832,0.030485,0.119063,1.003706,0.005726,0.150567,1.012994,7.747194,12.140776,18.675972,5.876217,9.695386,8.686625,1.000000,1.000000,1.000000,0.000000
0.429748,0.045966,0.143949,1.043254,0.007023,0.157632,1.050608,8.860715,13.876971,21.320485,7.245442,11.338592,12.880786,1.000000,1.000000,1.000000,0.000000
0.479627,0.061468,0.168833,1.082555,0.006304,0.184148,1.092117,9.975517,15.611993,23.953214,8.398456,13.298682,16.497933,1.000000,1.000000,1.000000,0.000000
0.529810,0.076991,0.193706,1.121571,0.007456,0.211245,1.129731,11.091457,17.345289,26.572170,9.565997,14.941550,19.712049,1.000000,1.000000,1.000000,0.000000
0.579883,0.092530,0.218556,1.160268,0.005581,0.236177,1.168355,12.208392,19.076301,29.175360,10.747727,16.714144,22.796099,1.000000,1.000000,1.000000,0.000000
