t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.637032,0.037983,0.179110,1.039401,0.005294,0.184438,1.046574,8.082000,-9.009000,21.017000,8.034331,-9.410753,20.065780,1.000000,-1.000000,1.000000,0.000000
0.692426,0.038913,0.177927,1.039851,0.007023,0.182276,1.048304,8.149000,-8.925000,21.047000,8.147546,-9.195904,20.353425,1.000000,-1.000000,1.000000,0.000000
0.747376,0.039829,0.176730,1.040300,0.007456,0.180259,1.049023,8.215000,-8.840000,21.077000,8.246600,-9.297957,20.367427,1.000000,-1.000000,1.000000,0.000000
0.802797,0.040745,0.175532,1.040749,0.006304,0.179249,1.047726,8.281000,-8.755000,21.107000,8.259171,-9.169609,20.525345,1.000000,-1.000000,1.000000,0.000000
0.858072,0.041648,0.174306,1.041199,0.007743,0.177087,1.050175,8.346000,-8.668000,21.137000,8.415686,-9.228790,20.640020,1.000000,-1.000000,1.000000,0.000000
0.913231,0.042550,0.173080,1.041648,0.007456,0.176655,1.049601,8.411000,-8.581000,21.167000,8.457003,-9.042706,20.567537,1.000000,-1.000000,1.000000,0.000000
0.968418,0.043438,0.171840,1.042097,0.005149,0.174925,1.048158,8.475000,-8.493000,21.197000,8.642601,-8.770492,20.826467,1.000000,-1.000000,1.000000,0.000000
1.023616,0.044313,0.170600,1.042546,0.008175,0.173773,1.049888,8.538000,-8.405000,21.227000,8.467765,-8.872593,20.840468,1.000000,-1.000000,1.000000,0.000000
1.078913,0.045188,0.169331,1.042981,0.006446,0.172043,1.050033,8.601000,-8.315000,21.256000,8.537855,-8.686895,20.825435,1.000000,-1.000000,1.000000,0.000000
1.133910,0.046048,0.168063,1.043430,0.007311,0.171324,1.050466,8.663000,-8.225000,21.286000,8.564734,-8.717071,21.041122,1.000000,-1.000000,1.000000,0.000000
1.189328,0.046895,0.166780,1.043879,0.006013,0.170027,1.050898,8.724000,-8.134000,21.316000,8.750420,-8.632063,20.766617,1.000000,-1.000000,1.000000,0.000000
1.244421,0.047742,0.165483,1.044328,0.007456,0.169016,1.052337,8.785000,-8.042000,21.346000,8.878339,-8.518356,21.040073,1.000000,-1.000000,1.000000,0.000000
1.299586,0.048575,0.164172,1.044777,0.006446,0.165989,1.052770,8.845000,-7.949000,21.376000,8.948519,-8.418854,21.068263,1.000000,-1.000000,1.000000,0.000000
1.354864,0.049408,0.162860,1.045227,0.006013,0.165702,1.053922,8.905000,-7.856000,21.406000,8.918025,-8.218679,20.938012,1.000000,-1.000000,1.000000,0.000000
1.409996,0.050227,0.161535,1.045661,0.008466,0.163395,1.053635,8.964000,-7.762000,21.435000,9.046003,-8.205677,21.053043,1.000000,-1.000000,1.000000,0.000000
