t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.680090,0.178885,0.356008,1.373771,0.232430,0.454233,1.501276,18.312588,28.614452,43.763041,18.289241,27.746241,41.103653,1.000000,1.000000,1.000000,0.000000
0.730064,0.202218,0.393257,1.430325,0.258660,0.490553,1.554458,19.989263,31.206704,47.641184,20.114016,30.202072,44.737264,1.000000,1.000000,1.000000,0.000000
0.779834,0.225561,0.430424,1.486174,0.278548,0.527593,1.608936,21.666990,33.793843,51.489692,21.780345,32.989330,48.803058,1.000000,1.000000,1.000000,0.000000
0.837128,0.248908,0.467488,1.541276,0.296851,0.558578,1.670621,23.345546,36.375014,55.305571,23.806798,36.079303,52.969635,1.000000,1.000000,1.000000,0.000000
0.895698,0.272254,0.504433,1.595592,0.322361,0.583078,1.728987,25.024706,38.949359,59.085831,25.790006,39.111869,57.165384,1.000000,1.000000,1.000000,0.000000
0.954241,0.295593,0.541240,1.649092,0.346573,0.619830,1.781594,26.704240,41.516012,62.827489,27.643825,42.014395,61.073092,1.000000,1.000000,1.000000,0.000000
1.010454,0.318920,0.577891,1.701745,0.368623,0.659752,1.828144,28.383918,44.074106,66.527569,29.554736,44.556823,64.851212,1.000000,1.000000,1.000000,0.000000
1.060026,0.342230,0.614369,1.753531,0.388802,0.700393,1.881758,30.063506,46.622764,70.183104,31.105858,47.056041,67.880173,1.000000,1.000000,1.000000,0.000000
1.109596,0.365517,0.650655,1.804428,0.414889,0.736135,1.931912,31.742770,49.161110,73.791144,32.872855,49.497861,71.110640,1.000000,1.000000,1.000000,0.000000
1.159180,0.388775,0.686733,1.854422,0.436074,0.771732,1.978465,33.421471,51.688260,77.348750,34.567896,52.141066,74.644307,1.000000,1.000000,1.000000,0.000000
1.208832,0.411999,0.722586,1.903501,0.461584,0.807042,2.025447,35.099368,54.203326,80.853004,36.277467,54.582964,77.630193,1.000000,1.000000,1.000000,0.000000
1.258146,0.435184,0.758197,1.951656,0.483202,0.843217,2.070990,36.776219,56.705419,84.301007,37.943460,57.255306,80.948016,1.000000,1.000000,1.000000,0.000000
1.307532,0.458324,0.793551,1.998879,0.507701,0.875933,2.114948,38.451778,59.193645,87.689883,39.653038,59.653713,84.236981,1.000000,1.000000,1.000000,0.000000
