t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.688496,0.249871,0.101179,0.843724,0.260244,0.380012,0.838173,23.349000,-3.691000,8.061000,23.669801,-3.802940,8.024456,1.000000,-1.000000,1.000000,0.000000
0.743317,0.251232,0.105084,0.838686,0.262264,0.317895,0.835866,23.447000,-3.967000,7.727000,23.812425,-4.086589,7.782688,1.000000,-1.000000,1.000000,0.000000
0.798150,0.252509,0.109016,0.833603,0.262119,0.228393,0.829092,23.539000,-4.245000,7.390000,23.753127,-4.413108,7.612905,1.000000,-1.000000,1.000000,0.000000
0.853022,0.253703,0.112962,0.828474,0.262406,0.131399,0.822610,23.625000,-4.524000,7.050000,23.953382,-4.624409,7.169509,1.000000,-1.000000,1.000000,0.000000
0.908010,0.254800,0.116935,0.823284,0.264714,0.130247,0.818572,23.704000,-4.805000,6.706000,24.053080,-4.893106,6.985266,1.000000,-1.000000,1.000000,0.000000
0.962885,0.255813,0.120921,0.818049,0.264859,0.135581,0.812519,23.777000,-5.087000,6.359000,24.123824,-5.306038,6.570651,1.000000,-1.000000,1.000000,0.000000
1.017600,0.256744,0.124907,0.812753,0.264859,0.138318,0.808772,23.844000,-5.369000,6.008000,24.151426,-5.560528,6.083779,1.000000,-1.000000,1.000000,0.000000
1.074671,0.257590,0.128919,0.807426,0.266730,0.140767,0.802576,23.905000,-5.653000,5.655000,24.236896,-5.757553,5.813475,1.000000,-1.000000,1.000000,0.000000
1.127875,0.258326,0.132946,0.802038,0.267882,0.146679,0.796809,23.958000,-5.938000,5.298000,24.250542,-5.968410,5.557397,1.000000,-1.000000,1.000000,0.000000
1.182572,0.258993,0.136971,0.796605,0.269180,0.150135,0.791478,24.006000,-6.223000,4.938000,24.177786,-6.309332,5.286821,1.000000,-1.000000,1.000000,0.000000
1.237520,0.259562,0.140995,0.791141,0.268173,0.155324,0.786289,24.047000,-6.508000,4.576000,24.306832,-6.621539,4.829106,1.000000,-1.000000,1.000000,0.000000
1.292234,0.260034,0.145032,0.785631,0.267882,0.160658,0.779084,24.081000,-6.794000,4.211000,24.479236,-6.861431,4.616346,1.000000,-1.000000,1.000000,0.000000
1.347047,0.260422,0.149069,0.780076,0.269612,0.164979,0.775192,24.109000,-7.080000,3.843000,24.421001,-7.216862,4.187741,1.000000,-1.000000,1.000000,0.000000
1.402008,0.260714,0.153104,0.774490,0.269903,0.169304,0.767699,24.130000,-7.366000,3.473000,24.406125,-7.485472,3.715575,1.000000,-1.000000,1.000000,0.000000
1.456860,0.260908,0.157139,0.768859,0.267882,0.172331,0.762222,24.144000,-7.652000,3.100000,24.420419,-7.811849,3.200195,1.000000,-1.000000,1.000000,0.000000
1.511615,0.261019,0.161158,0.763198,0.267740,0.178672,0.757753,24.152000,-7.937000,2.725000,24.636497,-8.052098,3.261510,1.000000,-1.000000,1.000000,0.000000
1.566503,0.261033,0.165177,0.757505,0.269325,0.180979,0.751557,24.153000,-8.222000,2.348000,24.420270,-8.522408,2.601914,1.000000,-1.000000,1.000000,0.000000
1.621531,0.260964,0.169195,0.751783,0.269180,0.185013,0.745936,24.148000,-8.507000,1.969000,24.463595,-8.791373,2.158887,1.000000,-1.000000,1.000000,0.000000
1.676571,0.260783,0.173183,0.746015,0.267882,0.190202,0.739304,24.135000,-8.790000,1.587000,24.550296,-9.017130,1.744603,1.000000,-1.000000,1.000000,0.000000
1.731419,0.260533,0.177171,0.740232,0.265866,0.192942,0.734983,24.117000,-9.073000,1.204000,24.291141,-9.213834,1.459718,1.000000,-1.000000,1.000000,0.000000
