t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.561006,0.363164,0.088390,0.912663,0.370785,0.162243,0.895246,-20.840000,-2.274000,12.733000,-20.486742,-3.247721,11.346904,-1.000000,-1.000000,1.000000,0.000000
0.605239,0.363504,0.104530,0.909300,0.371941,0.176655,0.887030,-20.865000,-3.410000,12.509000,-20.788652,-4.383515,11.191872,-1.000000,-1.000000,1.000000,0.000000
0.649696,0.363858,0.120317,0.904404,0.372806,0.191212,0.874781,-20.891000,-4.522000,12.183000,-20.788187,-5.447377,10.850897,-1.000000,-1.000000,1.000000,0.000000
0.694052,0.364211,0.135636,0.897977,0.371363,0.202451,0.862098,-20.917000,-5.602000,11.755000,-20.931974,-6.252609,10.684445,-1.000000,-1.000000,1.000000,0.000000
0.738306,0.364565,0.150333,0.890106,0.372515,0.212975,0.849704,-20.943000,-6.639000,11.231000,-20.816308,-7.346662,9.899874,-1.000000,-1.000000,1.000000,0.000000
0.782550,0.364918,0.164324,0.880821,0.371218,0.222198,0.836298,-20.969000,-7.627000,10.613000,-20.887800,-8.253961,9.361661,-1.000000,-1.000000,1.000000,0.000000
0.826726,0.365285,0.177440,0.870226,0.375110,0.229549,0.822464,-20.996000,-8.554000,9.908000,-21.060285,-9.018270,8.651804,-1.000000,-1.000000,1.000000,0.000000
0.871138,0.365652,0.189614,0.858397,0.373812,0.236322,0.803728,-21.023000,-9.415000,9.121000,-21.016560,-9.596084,7.784415,-1.000000,-1.000000,1.000000,0.000000
0.915269,0.366033,0.200719,0.845422,0.372373,0.243528,0.791188,-21.051000,-10.201000,8.258000,-21.001531,-10.391246,6.803321,-1.000000,-1.000000,1.000000,0.000000
0.961474,0.366413,0.210673,0.831407,0.375400,0.246555,0.767841,-21.079000,-10.906000,7.326000,-21.260483,-10.942708,5.779697,-1.000000,-1.000000,1.000000,0.000000
1.012798,0.366794,0.219394,0.816501,0.374390,0.247129,0.750979,-21.107000,-11.524000,6.335000,-21.173497,-11.365762,4.742783,-1.000000,-1.000000,1.000000,0.000000
1.060891,0.367188,0.226798,0.800795,0.374968,0.249004,0.733686,-21.136000,-12.049000,5.291000,-21.273988,-11.962858,3.605665,-1.000000,-1.000000,1.000000,0.000000
1.108686,0.367596,0.232832,0.784440,0.377272,0.250589,0.714517,-21.166000,-12.477000,4.204000,-21.417367,-12.158393,2.397243,-1.000000,-1.000000,1.000000,0.000000
1.156673,0.368004,0.237468,0.767570,0.375542,0.246988,0.698518,-21.196000,-12.806000,3.083000,-21.244198,-12.326375,1.333254,-1.000000,-1.000000,1.000000,0.000000
1.215755,0.368425,0.240638,0.750324,0.375255,0.243238,0.682089,-21.227000,-13.031000,1.937000,-21.387558,-12.423637,-0.032711,-1.000000,-1.000000,1.000000,0.000000
1.264735,0.368860,0.242343,0.732865,0.378282,0.241508,0.665370,-21.259000,-13.152000,0.777000,-21.502184,-12.436330,-1.225832,-1.000000,-1.000000,1.000000,0.000000
1.311312,0.369308,0.242554,0.715317,0.378282,0.234593,0.647499,-21.292000,-13.167000,-0.389000,-21.501593,-12.248607,-2.058397,-1.000000,-1.000000,1.000000,0.000000
1.357456,0.369770,0.241286,0.697829,0.377849,0.226377,0.633810,-21.326000,-13.077000,-1.551000,-21.587469,-12.091529,-3.193719,-1.000000,-1.000000,1.000000,0.000000
1.395457,0.370232,0.238539,0.680554,0.378714,0.215134,0.624297,-21.360000,-12.882000,-2.699000,-21.630102,-11.662062,-4.127231,-1.000000,-1.000000,1.000000,0.000000
1.433236,0.370722,0.234354,0.663643,0.378569,0.205624,0.611037,-21.396000,-12.585000,-3.823000,-21.658511,-11.277384,-5.018205,-1.000000,-1.000000,1.000000,0.000000
1.471017,0.371238,0.228772,0.647231,0.381018,0.194526,0.595905,-21.434000,-12.189000,-4.914000,-21.686545,-10.923260,-6.053596,-1.000000,-1.000000,1.000000,0.000000
