t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.067533,0.075224,0.045411,0.721832,0.007456,0.006304,0.740314,0.000000,0.000000,0.000000,5.314405,3.527284,-73.044611,-1.000000,-1.000000,1.000000,0.000000
0.128860,0.296023,0.242921,0.954240,0.257795,0.339945,0.917438,-16.055000,20.218000,15.414000,-1.992860,5.429605,-41.309189,-1.000000,1.000000,1.000000,0.000000
0.168103,0.303477,0.242921,0.945444,0.300165,0.269470,0.921330,-17.126000,20.218000,14.224000,-6.647821,10.934885,-23.236292,-1.000000,1.000000,1.000000,0.000000
0.206541,0.310640,0.242921,0.936344,0.316020,0.253329,0.938049,-17.126000,20.218000,14.224000,-10.020379,14.667907,-11.533520,-1.000000,1.000000,1.000000,0.000000
0.245060,0.317498,0.242921,0.926971,0.325388,0.250156,0.933725,-17.629000,20.218000,13.601000,-12.455796,16.872924,-3.333032,-1.000000,1.000000,1.000000,0.000000
0.283395,0.324040,0.242921,0.917323,0.331442,0.249437,0.925077,-18.109000,20.218000,12.960000,-14.286159,18.602277,1.985090,-1.000000,1.000000,1.000000,0.000000
0.321898,0.330265,0.242907,0.907417,0.337496,0.249579,0.915134,-18.566000,20.217000,12.302000,-15.583427,19.870491,5.559332,-1.000000,1.000000,1.000000,0.000000
0.360301,0.336161,0.242907,0.897267,0.343691,0.250011,0.904324,-18.999000,20.217000,11.628000,-16.837114,20.533651,7.850834,-1.000000,1.000000,1.000000,0.000000
0.398768,0.341713,0.242907,0.886888,0.347583,0.249869,0.893949,-19.407000,20.217000,10.939000,-17.687433,21.124516,9.248775,-1.000000,1.000000,1.000000,0.000000
0.437586,0.346936,0.242907,0.876280,0.354357,0.250589,0.883571,-19.791000,20.217000,10.235000,-18.451267,21.585654,9.926124,-1.000000,1.000000,1.000000,0.000000
0.475863,0.351804,0.242907,0.865473,0.359688,0.250444,0.873051,-20.149000,20.217000,9.518000,-19.200912,21.816054,10.171051,-1.000000,1.000000,1.000000,0.000000
0.514284,0.356316,0.242907,0.854483,0.363580,0.250734,0.862531,-20.481000,20.217000,8.789000,-19.806303,21.960308,10.200104,-1.000000,1.000000,1.000000,0.000000
0.552537,0.360474,0.242907,0.843309,0.366897,0.251167,0.851866,-20.787000,20.217000,8.048000,-20.296157,22.046792,10.127809,-1.000000,1.000000,1.000000,0.000000
0.592984,0.364263,0.242893,0.831966,0.371218,0.250011,0.838461,-21.066000,20.216000,7.296000,-20.670810,22.161992,9.753155,-1.000000,1.000000,1.000000,0.000000
0.636267,0.367685,0.242893,0.820485,0.374390,0.250011,0.826788,-21.318000,20.216000,6.535000,-21.189717,22.306246,8.859594,-1.000000,1.000000,1.000000,0.000000
0.679576,0.370725,0.242893,0.808866,0.378714,0.249724,0.815113,-21.542000,20.216000,5.765000,-21.463698,22.349488,8.427172,-1.000000,1.000000,1.000000,0.000000
0.722909,0.373385,0.242893,0.797125,0.381883,0.249579,0.802718,-21.738000,20.216000,4.987000,-21.737340,22.205235,7.778876,-1.000000,1.000000,1.000000,0.000000
0.766106,0.375678,0.242893,0.785276,0.383039,0.249004,0.792918,-21.907000,20.216000,4.202000,-21.852540,22.219761,6.957273,-1.000000,1.000000,1.000000,0.000000
0.810205,0.377577,0.242893,0.773350,0.382316,0.250876,0.776776,-22.047000,20.216000,3.412000,-22.241720,22.363677,6.351882,-1.000000,1.000000,1.000000,0.000000
0.864330,0.379082,0.242893,0.761363,0.385055,0.251167,0.764094,-22.158000,20.216000,2.618000,-22.443405,22.263004,5.487036,-1.000000,1.000000,1.000000,0.000000
0.914510,0.380208,0.242893,0.749299,0.387072,0.249724,0.753574,-22.241000,20.216000,1.819000,-22.573132,22.320773,4.564760,-1.000000,1.000000,1.000000,0.000000
0.951707,0.380940,0.242878,0.737219,0.388082,0.251886,0.743919,-22.295000,20.215000,1.019000,-22.587658,22.133277,3.930653,-1.000000,1.000000,1.000000,0.000000
0.989004,0.381293,0.242878,0.725093,0.387937,0.249292,0.735125,-22.321000,20.215000,0.216000,-22.919070,22.363677,3.296546,-1.000000,1.000000,1.000000,0.000000
