t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.665150,0.214428,0.374277,0.734032,0.234160,0.376694,0.773749,-9.995000,29.727000,0.941000,-10.238257,29.538719,0.153002,-1.000000,1.000000,1.000000,0.000000
0.718041,0.220258,0.372337,0.750075,0.237329,0.371508,0.790614,-10.419000,29.592000,2.007000,-10.479682,29.511321,1.194508,-1.000000,1.000000,1.000000,0.000000
0.770887,0.225907,0.369765,0.766465,0.243815,0.368914,0.806755,-10.830000,29.413000,3.096000,-11.009057,29.484354,2.408756,-1.000000,1.000000,1.000000,0.000000
0.832196,0.231348,0.366575,0.783168,0.247994,0.363147,0.827076,-11.226000,29.191000,4.206000,-11.308168,29.313553,3.651850,-1.000000,1.000000,1.000000,0.000000
0.885785,0.236539,0.362738,0.800141,0.253761,0.359113,0.846964,-11.604000,28.924000,5.334000,-11.794599,29.157380,4.649503,-1.000000,1.000000,1.000000,0.000000
0.938735,0.241455,0.358211,0.817336,0.255633,0.353492,0.863396,-11.962000,28.609000,6.477000,-12.195065,28.641885,5.849030,-1.000000,1.000000,1.000000,0.000000
0.991605,0.246080,0.353009,0.834753,0.261541,0.346573,0.881554,-12.299000,28.247000,7.635000,-12.364983,28.313671,7.033884,-1.000000,1.000000,1.000000,0.000000
1.042502,0.250375,0.347088,0.852316,0.264281,0.339367,0.896111,-12.612000,27.835000,8.803000,-12.679033,27.899798,8.059858,-1.000000,1.000000,1.000000,0.000000
1.095648,0.254325,0.340449,0.869994,0.265866,0.329857,0.916864,-12.900000,27.373000,9.979000,-13.051417,27.558371,9.446218,-1.000000,1.000000,1.000000,0.000000
1.148712,0.257890,0.333091,0.887740,0.270767,0.320199,0.935310,-13.160000,26.861000,11.160000,-13.192978,27.088043,10.558886,-1.000000,1.000000,1.000000,0.000000
1.201439,0.261057,0.324986,0.905508,0.273794,0.310544,0.951019,-13.391000,26.297000,12.343000,-13.493583,26.459444,11.757682,-1.000000,1.000000,1.000000,0.000000
1.254459,0.263799,0.316162,0.923254,0.273504,0.299733,0.968748,-13.591000,25.683000,13.525000,-13.650214,26.104975,12.985540,-1.000000,1.000000,1.000000,0.000000
1.307310,0.266088,0.306591,0.940930,0.278406,0.291662,0.986761,-13.758000,25.017000,14.703000,-13.821671,25.261159,14.184723,-1.000000,1.000000,1.000000,0.000000
1.360355,0.267896,0.296303,0.958462,0.278115,0.278693,1.003768,-13.890000,24.301000,15.872000,-13.936014,24.518843,15.470141,-1.000000,1.000000,1.000000,0.000000
1.413077,0.269212,0.285281,0.975803,0.278693,0.265146,1.020487,-13.986000,23.534000,17.029000,-14.007103,23.863172,16.410078,-1.000000,1.000000,1.000000,0.000000
1.466155,0.270006,0.273571,0.992924,0.278980,0.252031,1.037638,-14.044000,22.719000,18.172000,-13.920093,23.064053,17.537309,-1.000000,1.000000,1.000000,0.000000
1.519199,0.270253,0.261159,1.009749,0.277541,0.237042,1.053489,-14.062000,21.855000,19.296000,-14.035131,22.423857,18.880939,-1.000000,1.000000,1.000000,0.000000
1.572007,0.269965,0.248072,1.026233,0.275953,0.224792,1.069344,-14.041000,20.944000,20.398000,-14.208290,21.409802,19.994385,-1.000000,1.000000,1.000000,0.000000
1.624901,0.269102,0.234355,1.042317,0.276098,0.209515,1.083901,-13.978000,19.989000,21.474000,-14.064944,20.410029,20.949308,-1.000000,1.000000,1.000000,0.000000
1.678011,0.267650,0.220024,1.057956,0.270044,0.192364,1.098167,-13.872000,18.991000,22.521000,-13.748681,19.497496,21.976812,-1.000000,1.000000,1.000000,0.000000
1.730856,0.265594,0.205106,1.073106,0.267308,0.177520,1.113877,-13.722000,17.952000,23.536000,-13.764566,18.282671,23.018820,-1.000000,1.000000,1.000000,0.000000
1.783772,0.262949,0.189647,1.087708,0.262551,0.160800,1.125697,-13.529000,16.875000,24.515000,-13.405848,17.385099,24.046655,-1.000000,1.000000,1.000000,0.000000
1.836829,0.259673,0.173690,1.101717,0.257650,0.141058,1.138666,-13.290000,15.763000,25.455000,-13.191801,16.329428,25.248181,-1.000000,1.000000,1.000000,0.000000
1.889761,0.255779,0.157279,1.115091,0.253183,0.122034,1.148467,-13.006000,14.619000,26.353000,-12.949446,15.014614,25.931214,-1.000000,1.000000,1.000000,0.000000
