t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.061515,0.075640,0.053992,0.721603,0.006878,0.007023,0.600371,0.000000,0.000000,0.000000,5.155625,4.377602,-76.402642,-1.000000,-1.000000,1.000000,0.000000
0.125364,0.052757,0.017028,0.781921,0.008466,0.005726,0.763662,1.651073,2.593993,4.007917,3.253304,2.864124,-42.245992,-1.000000,-1.000000,1.000000,0.000000
0.163502,0.029807,0.020050,0.842256,0.006013,0.007169,0.835579,3.305489,5.191829,8.018696,2.993850,3.541473,-28.093275,-1.000000,1.000000,1.000000,0.000000
0.201334,0.006797,0.057225,0.902530,0.005726,0.011925,0.895821,4.963054,7.792730,12.029454,3.339788,4.867456,-16.793872,-1.000000,1.000000,1.000000,0.000000
0.239211,0.016269,0.094480,0.962667,0.006304,0.333604,0.956931,6.623568,10.395912,16.037289,4.319833,6.395124,-7.685635,1.000000,1.000000,1.000000,0.000000
0.280005,0.039386,0.131797,1.022592,0.007601,0.157054,1.018902,8.286832,13.000579,20.039280,5.746490,8.657910,0.269926,1.000000,1.000000,1.000000,0.000000
0.329976,0.062550,0.169158,1.082231,0.007888,0.192796,1.089809,9.952642,15.605933,24.032486,7.389696,11.208865,8.210961,1.000000,1.000000,1.000000,0.000000
0.380862,0.085755,0.206547,1.141513,0.007023,0.228393,1.164754,11.620791,18.211164,28.013957,9.090332,14.047989,14.883781,1.000000,1.000000,1.000000,0.000000
0.430549,0.108996,0.243945,1.200371,0.007456,0.266876,1.210871,13.291073,20.815457,31.980728,10.747727,16.541175,20.230956,1.000000,1.000000,1.000000,0.000000
0.480227,0.132269,0.281333,1.258739,0.329567,0.303770,1.270826,14.963276,23.417989,35.929821,12.448364,19.322868,25.145370,1.000000,1.000000,1.000000,0.000000
0.530187,0.155566,0.318694,1.316558,0.164547,0.341529,1.328186,16.637186,26.017933,39.858255,14.393927,21.974835,29.757427,1.000000,1.000000,1.000000,0.000000
0.580027,0.178885,0.356008,1.373771,0.186168,0.379579,1.386411,18.312588,28.614452,43.763041,16.036795,24.669705,33.936723,1.000000,1.000000,1.000000,0.000000
0.630088,0.202218,0.393257,1.430325,0.210380,0.415463,1.443197,19.989263,31.206704,47.641184,17.809727,27.350387,38.592021,1.000000,1.000000,1.000000,0.000000
0.680090,0.225561,0.430424,1.486174,0.232430,0.454233,1.501276,21.666990,33.793843,51.489692,19.611037,30.074311,42.641591,1.000000,1.000000,1.000000,0.000000
0.730064,0.248908,0.467488,1.541276,0.258660,0.490553,1.554458,23.345546,36.375014,55.305571,21.441401,32.538782,46.288129,1.000000,1.000000,1.000000,0.000000
0.779834,0.272254,0.504433,1.595592,0.278548,0.527593,1.608936,25.024706,38.949359,59.085831,23.113322,35.334664,50.366752,1.000000,1.000000,1.000000,0.000000
0.837128,0.295593,0.541240,1.649092,0.296851,0.558578,1.670621,26.704240,41.516012,62.827489,25.145370,38.433241,54.546048,1.000000,1.000000,1.000000,0.000000
