t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.033633,0.074028,0.051747,0.722918,0.007169,0.005439,1.101485,0.000000,0.000000,0.000000,7.303211,4.622529,-86.390251,-1.000000,-1.000000,1.000000,0.000000
0.088162,0.030252,0.188138,1.035807,0.007311,0.252606,1.078999,7.525000,-9.650000,20.777000,6.784304,1.581383,-50.115068,1.000000,-1.000000,1.000000,0.000000
0.140409,0.031252,0.187039,1.036256,0.006304,0.190779,1.071651,7.597000,-9.572000,20.807000,7.346453,-2.871894,-21.564371,1.000000,-1.000000,1.000000,0.000000
0.195359,0.032237,0.185941,1.036705,0.005581,0.191354,1.043979,7.668000,-9.494000,20.837000,7.822118,-5.408322,-3.895181,1.000000,-1.000000,1.000000,0.000000
0.250720,0.033209,0.184843,1.037155,0.006304,0.191931,1.042537,7.738000,-9.416000,20.867000,8.254203,-7.051528,6.755589,1.000000,-1.000000,1.000000,0.000000
0.319028,0.034180,0.183716,1.037604,0.006304,0.191644,1.042827,7.808000,-9.336000,20.897000,8.326498,-8.146773,14.192243,1.000000,-1.000000,1.000000,0.000000
0.374955,0.035138,0.182575,1.038053,0.005871,0.190347,1.044844,7.877000,-9.255000,20.927000,8.629194,-8.449469,17.348251,1.000000,-1.000000,1.000000,0.000000
0.416232,0.036095,0.181435,1.038503,0.008034,0.186742,1.045131,7.946000,-9.174000,20.957000,8.744394,-8.679869,18.919499,1.000000,-1.000000,1.000000,0.000000
0.471408,0.037039,0.180280,1.038952,0.007743,0.186742,1.045277,8.014000,-9.092000,20.987000,8.758921,-8.665680,20.173187,1.000000,-1.000000,1.000000,0.000000
0.526656,0.037983,0.179110,1.039401,0.006304,0.185877,1.046716,8.082000,-9.009000,21.017000,8.859594,-8.982565,21.124516,1.000000,-1.000000,1.000000,0.000000
0.581825,0.038913,0.177927,1.039851,0.006736,0.185877,1.046574,8.149000,-8.925000,21.047000,9.104521,-8.809596,21.672139,1.000000,-1.000000,1.000000,0.000000
0.637032,0.039829,0.176730,1.040300,0.005294,0.184438,1.046574,8.215000,-8.840000,21.077000,8.989321,-8.795407,21.960308,1.000000,-1.000000,1.000000,0.000000
0.692426,0.040745,0.175532,1.040749,0.007023,0.182276,1.048304,8.281000,-8.755000,21.107000,9.104521,-8.579195,22.248477,1.000000,-1.000000,1.000000,0.000000
0.747376,0.041648,0.174306,1.041199,0.007456,0.180259,1.049023,8.346000,-8.668000,21.137000,9.205532,-8.679869,22.263004,1.000000,-1.000000,1.000000,0.000000
0.802797,0.042550,0.173080,1.041648,0.006304,0.179249,1.047726,8.411000,-8.581000,21.167000,9.220059,-8.550142,22.421446,1.000000,-1.000000,1.000000,0.000000
0.858072,0.043438,0.171840,1.042097,0.007743,0.177087,1.050175,8.475000,-8.493000,21.197000,9.378501,-8.607911,22.536646,1.000000,-1.000000,1.000000,0.000000
0.913231,0.044313,0.170600,1.042546,0.007456,0.176655,1.049601,8.538000,-8.405000,21.227000,9.421744,-8.420415,22.464688,1.000000,-1.000000,1.000000,0.000000
0.968418,0.045188,0.169331,1.042981,0.005149,0.174925,1.048158,8.601000,-8.315000,21.256000,9.609239,-8.146773,22.724142,1.000000,-1.000000,1.000000,0.000000
1.023616,0.046048,0.168063,1.043430,0.008175,0.173773,1.049888,8.663000,-8.225000,21.286000,9.436270,-8.247446,22.738668,1.000000,-1.000000,1.000000,0.000000
1.078913,0.046895,0.166780,1.043879,0.006446,0.172043,1.050033,8.724000,-8.134000,21.316000,9.508228,-8.060288,22.724142,1.000000,-1.000000,1.000000,0.000000
1.133910,0.047742,0.165483,1.044328,0.007311,0.171324,1.050466,8.785000,-8.042000,21.346000,9.536944,-8.089004,22.940353,1.000000,-1.000000,1.000000,0.000000
1.189328,0.048575,0.164172,1.044777,0.006013,0.170027,1.050898,8.845000,-7.949000,21.376000,9.724439,-8.002519,22.666373,1.000000,-1.000000,1.000000,0.000000
1.244421,0.049408,0.162860,1.045227,0.007456,0.169016,1.052337,8.905000,-7.856000,21.406000,9.854166,-7.887319,22.940353,1.000000,-1.000000,1.000000,0.000000
1.299586,0.050227,0.161535,1.045661,0.006446,0.165989,1.052770,8.964000,-7.762000,21.435000,9.926124,-7.786308,22.969068,1.000000,-1.000000,1.000000,0.000000
1.354864,0.051032,0.160195,1.046110,0.006013,0.165702,1.053922,9.022000,-7.667000,21.465000,9.897408,-7.584624,22.839342,1.000000,-1.000000,1.000000,0.000000
1.409996,0.051824,0.158855,1.046559,0.008466,0.163395,1.053635,9.079000,-7.572000,21.495000,10.027135,-7.570097,22.954880,1.000000,-1.000000,1.000000,0.000000
1.465373,0.052615,0.157501,1.046993,0.006304,0.162821,1.054354,9.136000,-7.476000,21.524000,10.027135,-7.671108,22.983595,1.000000,-1.000000,1.000000,0.000000
1.520328,0.053393,0.156133,1.047443,0.007888,0.160226,1.053347,9.192000,-7.379000,21.554000,9.954840,-7.267401,22.940353,1.000000,-1.000000,1.000000,0.000000
1.575560,0.054156,0.154750,1.047892,0.006304,0.160658,1.053780,9.247000,-7.281000,21.584000,10.027135,-7.296454,23.199806,1.000000,-1.000000,1.000000,0.000000
1.630853,0.054906,0.153368,1.048326,0.006591,0.157341,1.056084,9.301000,-7.183000,21.613000,10.185578,-7.353886,23.271764,1.000000,-1.000000,1.000000,0.000000
1.685942,0.055656,0.151971,1.048775,0.006736,0.156909,1.055510,9.355000,-7.084000,21.643000,10.257535,-6.993759,23.185280,1.000000,-1.000000,1.000000,0.000000
