t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.068014,0.074224,0.048886,0.722051,0.005726,0.006878,0.811367,0.000000,0.000000,0.000000,5.184679,3.844169,-74.946932,-1.000000,-1.000000,1.000000,0.000000
0.125250,0.234026,0.067320,0.886278,0.201154,0.006013,0.866132,22.208000,-1.300000,10.884000,9.911597,2.114816,-44.105071,1.000000,-1.000000,1.000000,0.000000
0.162927,0.236096,0.070948,0.881803,0.235890,0.005726,0.870889,22.357000,-1.556000,10.587000,14.033462,1.206729,-27.012219,1.000000,-1.000000,1.000000,0.000000
0.200458,0.238082,0.074603,0.877268,0.242373,0.007456,0.879679,22.500000,-1.814000,10.286000,16.858398,0.255737,-15.496942,1.000000,-1.000000,1.000000,0.000000
0.249255,0.239998,0.078301,0.872656,0.245977,0.006304,0.877808,22.638000,-2.075000,9.980000,19.524553,-0.335465,-5.826218,1.000000,-1.000000,1.000000,0.000000
0.304067,0.241845,0.082040,0.867983,0.249869,0.007456,0.873051,22.771000,-2.339000,9.670000,21.398159,-1.012815,0.933087,1.000000,-1.000000,1.000000,0.000000
0.358922,0.243609,0.085807,0.863250,0.252606,0.005871,0.870024,22.898000,-2.605000,9.356000,22.464688,-1.690164,4.896172,1.000000,-1.000000,1.000000,0.000000
0.413957,0.245303,0.089602,0.858456,0.252319,0.008034,0.863538,23.020000,-2.873000,9.038000,23.213995,-2.093533,7.187673,1.000000,-1.000000,1.000000,0.000000
0.468937,0.246900,0.093438,0.853601,0.253761,0.021581,0.859791,23.135000,-3.144000,8.716000,23.805198,-2.338460,8.182245,1.000000,-1.000000,1.000000,0.000000
0.523722,0.248427,0.097288,0.848685,0.254335,0.072742,0.855467,23.245000,-3.416000,8.390000,24.035598,-2.583725,8.902837,1.000000,-1.000000,1.000000,0.000000
0.578783,0.249871,0.101179,0.843724,0.258372,0.262264,0.850423,23.349000,-3.691000,8.061000,24.309578,-2.943851,9.075806,1.000000,-1.000000,1.000000,0.000000
0.633603,0.251232,0.105084,0.838686,0.258514,0.356806,0.844369,23.447000,-3.967000,7.727000,24.511263,-3.419516,9.277490,1.000000,-1.000000,1.000000,0.000000
