t,Icx,Icy,Icz,Bmx,Bmy,Bmz,Bcx,Bcy,Bcz
5.749985,0.202252,0.347050,0.797656,-8.812325,29.546517,5.335461,-9.170716,28.670199,5.171768
5.800977,0.196598,0.344594,0.801360,-8.624829,29.388075,5.465187,-8.791716,28.519199,5.387768
5.832242,0.196598,0.344594,0.801360,-8.668071,29.416790,5.594914,-8.791716,28.519199,5.387768
5.883414,0.190749,0.341994,0.805291,-8.293418,29.157337,5.609441,-8.396716,28.359199,5.618768
5.914673,0.190749,0.341994,0.805291,-8.048491,29.315779,5.753694,-8.396716,28.359199,5.618768
5.965579,0.184746,0.339208,0.809416,-7.947480,28.926937,5.955379,-7.986716,28.188199,5.864768
5.996830,0.184746,0.339208,0.809416,-7.673837,28.998894,5.897610,-7.986716,28.188199,5.864768
6.048077,0.178589,0.336235,0.813738,-7.500868,28.797210,6.085106,-7.562716,28.007199,6.125768
6.079335,0.178589,0.336235,0.813738,-7.212699,28.883694,6.272264,-7.562716,28.007199,6.125768
6.130641,0.172292,0.333060,0.818239,-6.953246,28.739441,6.517528,-7.127716,27.813199,6.399768
6.161892,0.172292,0.333060,0.818239,-6.823519,28.739441,6.604013,-7.127716,27.813199,6.399768
6.212962,0.165896,0.329656,0.822921,-6.434339,28.451272,6.834413,-6.681716,27.606199,6.686768
6.244232,0.165896,0.329656,0.822921,-6.376570,28.307018,6.978666,-6.681716,27.606199,6.686768
6.297796,0.159388,0.326022,0.827768,-5.973200,28.177292,7.021909,-6.225716,27.385199,6.985768
6.329057,0.159388,0.326022,0.827768,-5.929958,28.047565,7.180351,-6.225716,27.385199,6.985768
6.378053,0.152822,0.322158,0.832750,-5.555305,27.946892,7.310078,-5.762716,27.148199,7.296768
6.409312,0.152822,0.322158,0.832750,-5.497536,27.932365,7.497573,-5.762716,27.148199,7.296768
6.460511,0.146185,0.318035,0.837852,-5.108355,27.615142,7.569531,-5.291716,26.895199,7.618768
6.491777,0.146185,0.318035,0.837852,-5.108355,27.499942,7.843174,-5.291716,26.895199,7.618768
6.543021,0.139504,0.313640,0.843059,-4.618502,27.442173,8.088438,-4.816716,26.626199,7.949768
6.574285,0.139504,0.313640,0.843059,-4.459722,27.197247,8.203638,-4.816716,26.626199,7.949768
6.625392,0.132794,0.308986,0.848356,-4.301279,27.255016,8.578292,-4.336716,26.339199,8.288768
6.656663,0.132794,0.308986,0.848356,-4.041826,26.937793,8.578292,-4.336716,26.339199,8.288768
6.707963,0.126067,0.304059,0.853727,-3.724941,26.721582,8.866461,-3.853716,26.033199,8.634768
