t,Icx,Icy,Icz,Imx,Imy,Imz,Bcx,Bcy,Bcz,Bmx,Bmy,Bmz,polx,poly,polz,ERROR
0.041764,0.076838,0.056041,0.721171,0.388515,0.006878,1.079864,0.000000,0.000000,0.000000,6.669104,4.910698,-80.481265,-1.000000,-1.000000,1.000000,0.000000
0.085032,0.360812,0.022354,0.892614,0.379289,0.008034,0.956931,-20.667000,5.497000,11.398000,-0.940519,5.141436,-53.530531,-1.000000,1.000000,1.000000,0.000000
0.123005,0.361138,0.007731,0.899959,0.378137,0.005726,0.875787,-20.691000,4.473000,11.887000,-7.108959,5.645817,-33.252617,-1.000000,1.000000,1.000000,0.000000
0.162923,0.361465,0.007526,0.905891,0.370066,0.008034,0.900577,-20.715000,3.404000,12.282000,-11.677773,5.343121,-18.696531,-1.000000,-1.000000,1.000000,0.000000
0.209216,0.361805,0.023258,0.910351,0.366606,0.008321,0.915134,-20.740000,2.301000,12.579000,-15.266204,4.982656,-7.599150,-1.000000,-1.000000,1.000000,0.000000
0.251672,0.362131,0.039349,0.913278,0.366606,0.006736,0.918736,-20.764000,1.172000,12.774000,-17.370548,4.276591,-0.825319,-1.000000,-1.000000,1.000000,0.000000
0.295771,0.362471,0.055671,0.914645,0.368769,0.007888,0.921621,-20.789000,0.026000,12.865000,-18.826258,3.238777,3.959369,-1.000000,-1.000000,1.000000,0.000000
0.339865,0.362811,0.072065,0.914434,0.370211,0.007311,0.921476,-20.814000,-1.126000,12.851000,-19.719819,2.374270,7.259969,-1.000000,-1.000000,1.000000,0.000000
0.384021,0.363164,0.088390,0.912663,0.370353,0.019131,0.919026,-20.840000,-2.274000,12.733000,-20.483652,1.249971,9.464986,-1.000000,-1.000000,1.000000,0.000000
0.428218,0.363504,0.104530,0.909300,0.370211,0.283882,0.914270,-20.865000,-3.410000,12.509000,-20.872495,0.183442,10.848400,-1.000000,-1.000000,1.000000,0.000000
0.472692,0.363858,0.120317,0.904404,0.370066,0.183283,0.911097,-20.891000,-4.522000,12.183000,-21.146475,-0.839846,11.583518,-1.000000,-1.000000,1.000000,0.000000
0.516792,0.364211,0.135636,0.897977,0.371218,0.149128,0.903891,-20.917000,-5.602000,11.755000,-21.449171,-2.108060,12.174383,-1.000000,-1.000000,1.000000,0.000000
0.561006,0.364565,0.150333,0.890106,0.370785,0.162243,0.895246,-20.943000,-6.639000,11.231000,-21.506940,-3.044863,12.217626,-1.000000,-1.000000,1.000000,0.000000
0.605239,0.364918,0.164324,0.880821,0.371941,0.176655,0.887030,-20.969000,-7.627000,10.613000,-21.809298,-4.197877,12.059183,-1.000000,-1.000000,1.000000,0.000000
0.649696,0.365285,0.177440,0.870226,0.372806,0.191212,0.874781,-20.996000,-8.554000,9.908000,-21.809298,-5.278595,11.713245,-1.000000,-1.000000,1.000000,0.000000
0.694052,0.365652,0.189614,0.858397,0.371363,0.202451,0.862098,-21.023000,-9.415000,9.121000,-21.953551,-6.100198,11.540276,-1.000000,-1.000000,1.000000,0.000000
0.738306,0.366033,0.200719,0.845422,0.372515,0.212975,0.849704,-21.051000,-10.201000,8.258000,-21.838351,-7.209970,10.747727,-1.000000,-1.000000,1.000000,0.000000
0.782550,0.366413,0.210673,0.831407,0.371218,0.222198,0.836298,-21.079000,-10.906000,7.326000,-21.910309,-8.132246,10.200104,-1.000000,-1.000000,1.000000,0.000000
0.826726,0.366794,0.219394,0.816501,0.375110,0.229549,0.822464,-21.107000,-11.524000,6.335000,-22.083278,-8.910607,9.479513,-1.000000,-1.000000,1.000000,0.000000
0.871138,0.367188,0.226798,0.800795,0.373812,0.236322,0.803728,-21.136000,-12.049000,5.291000,-22.040036,-9.501472,8.600141,-1.000000,-1.000000,1.000000,0.000000
0.915269,0.367596,0.232832,0.784440,0.372373,0.243528,0.791188,-21.166000,-12.477000,4.204000,-22.025509,-10.308548,7.605907,-1.000000,-1.000000,1.000000,0.000000
0.961474,0.368004,0.237468,0.767570,0.375400,0.246555,0.767841,-21.196000,-12.806000,3.083000,-22.284963,-10.870697,6.568093,-1.000000,-1.000000,1.000000,0.000000
1.012798,0.368425,0.240638,0.750324,0.374390,0.247129,0.750979,-21.227000,-13.031000,1.937000,-22.198478,-11.303119,5.516090,-1.000000,-1.000000,1.000000,0.000000
1.060891,0.368860,0.242343,0.732865,0.374968,0.249004,0.733686,-21.259000,-13.152000,0.777000,-22.299489,-11.908173,4.363076,-1.000000,-1.000000,1.000000,0.000000
1.108686,0.369308,0.242554,0.715317,0.377272,0.250589,0.714517,-21.292000,-13.167000,-0.389000,-22.443405,-12.110196,3.138104,-1.000000,-1.000000,1.000000,0.000000
1.156673,0.369770,0.241286,0.697829,0.375542,0.246988,0.698518,-21.326000,-13.077000,-1.551000,-22.270774,-12.283165,2.057047,-1.000000,-1.000000,1.000000,0.000000
1.215755,0.370232,0.238539,0.680554,0.375255,0.243238,0.682089,-21.360000,-12.882000,-2.699000,-22.414689,-12.383838,0.673633,-1.000000,-1.000000,1.000000,0.000000
1.264735,0.370722,0.234354,0.663643,0.378282,0.241508,0.665370,-21.396000,-12.585000,-3.823000,-22.529889,-12.398365,-0.537150,-1.000000,-1.000000,1.000000,0.000000
1.311312,0.371238,0.228772,0.647231,0.378282,0.234593,0.647499,-21.434000,-12.189000,-4.914000,-22.529889,-12.210869,-1.387468,-1.000000,-1.000000,1.000000,0.000000
1.357456,0.371754,0.221820,0.631440,0.377849,0.226377,0.633810,-21.472000,-11.696000,-5.964000,-22.616374,-12.052427,-2.540482,-1.000000,-1.000000,1.000000,0.000000
1.395457,0.372298,0.213580,0.616419,0.378714,0.215134,0.624297,-21.512000,-11.112000,-6.963000,-22.659616,-11.620004,-3.491474,-1.000000,-1.000000,1.000000,0.000000
1.433236,0.372855,0.204108,0.602274,0.378569,0.205624,0.611037,-21.553000,-10.441000,-7.904000,-22.688670,-11.230824,-4.399561,-1.000000,-1.000000,1.000000,0.000000
1.471017,0.373425,0.193486,0.589110,0.381018,0.194526,0.595905,-21.595000,-9.689000,-8.780000,-22.717385,-10.870697,-5.451564,-1.000000,-1.000000,1.000000,0.000000
1.508286,0.374023,0.181810,0.577046,0.379866,0.181124,0.585527,-21.639000,-8.863000,-9.583000,-22.832585,-10.150105,-6.345125,-1.000000,-1.000000,1.000000,0.000000
1.545437,0.374648,0.169178,0.566173,0.381596,0.168584,0.572990,-21.685000,-7.970000,-10.307000,-22.717385,-9.573429,-7.094770,-1.000000,-1.000000,1.000000,0.000000
1.582672,0.375300,0.155701,0.556563,0.382461,0.150858,0.565639,-21.733000,-7.018000,-10.947000,-22.861639,-8.968038,-7.945088,-1.000000,-1.000000,1.000000,0.000000
1.623673,0.375965,0.141476,0.548307,0.380876,0.134717,0.556849,-21.782000,-6.014000,-11.497000,-22.731912,-8.060288,-8.867364,-1.000000,-1.000000,1.000000,0.000000
